"V1";"V2";"V3";"V4";"V5";"V6"
" 2";" 3";" 66.67";" 5.130";"dificuldade";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"denotar";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"causar";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"apto";"2.350984e-02"
" 3";" 6";" 50.00";" 4.554";"perda";"3.285016e-02"
" 3";" 6";" 50.00";" 4.554";"núcleo";"3.285016e-02"
"17";"66";" 25.76";" 4.534";"poder_familiar";"3.323608e-02"
" 8";"25";" 32.00";" 4.165";"cuidado";"4.125627e-02"
" 5";"14";" 35.71";" 3.479";"encontrar";"6.214215e-02"
" 3";" 7";" 42.86";" 3.254";"presente";"7.125520e-02"
" 3";" 7";" 42.86";" 3.254";"mínimo";"7.125520e-02"
"12";"46";" 26.09";" 3.030";"menor";"8.171473e-02"
" 7";"23";" 30.43";" 3.024";"família_extensa";"8.205813e-02"
" 2";" 4";" 50.00";" 3.008";"relação";"8.284849e-02"
" 2";" 4";" 50.00";" 3.008";"psicológico";"8.284849e-02"
" 2";" 4";" 50.00";" 3.008";"probatório";"8.284849e-02"
" 2";" 4";" 50.00";" 3.008";"vinculação";"8.284849e-02"
" 2";" 4";" 50.00";" 3.008";"grau";"8.284849e-02"
" 2";" 4";" 50.00";" 3.008";"físico";"8.284849e-02"
"14";"56";" 25.00";" 2.991";"convivência";"8.373847e-02"
" 6";"19";" 31.58";" 2.898";"pedido";"8.867467e-02"
" 4";"11";" 36.36";" 2.890";"restar";"8.914001e-02"
" 4";"11";" 36.36";" 2.890";"afetivo";"8.914001e-02"
" 6";"20";" 30.00";" 2.421";"medida_de_proteção";"1.197547e-01"
" 3";" 8";" 37.50";" 2.328";"negar";"1.270257e-01"
" 4";"12";" 33.33";" 2.236";"pleito";"1.348696e-01"
"*****";"*";"*";"*";"*";"*"
" 5";"  9";"55.56";"9.488";"entre";"0.002067987"
" 3";"  5";"60.00";"6.451";"tal";"0.011088316"
"15";" 53";"28.30";"5.727";"se";"0.016704798"
" 6";" 16";"37.50";"4.836";"ter";"0.027870200"
"34";"168";"20.24";"3.736";"em";"0.053254315"
"17";" 71";"23.94";"3.085";"não";"0.079004213"
" 4";" 11";"36.36";"2.890";"uma";"0.089140014"
"*";"*";"*";"*";"*";"*"
" 8";"15";" 53.33";"14.427";"*ano_2013";"0.0001456658"
" 5";" 8";" 62.50";"11.730";"*cod_5596873";"0.0006150715"
"18";"57";" 31.58";"10.673";"*rel_luiz_felipe_brasil_santos";"0.0010869481"
" 4";" 6";" 66.67";"10.402";"*cod_7863519";"0.0012587389"
" 2";" 2";"100.00";" 9.573";"*rel_vera_lucia_deboni";"0.0019749754"
" 3";" 4";" 75.00";" 9.394";"*cod_5404834";"0.0021775359"
" 6";"13";" 46.15";" 7.929";"*ori_farroupilha";"0.0048639658"
" 3";" 5";" 60.00";" 6.451";"*cod_8640812";"0.0110883162"
" 3";" 5";" 60.00";" 6.451";"*ori_charqueadas";"0.0110883162"
" 3";" 5";" 60.00";" 6.451";"*rel_rui_portanova";"0.0110883162"
" 4";" 9";" 44.44";" 4.766";"*ori_pelotas";"0.0290328031"
" 1";" 1";"100.00";" 4.765";"*cod_10726012";"0.0290463971"
" 1";" 1";"100.00";" 4.765";"*cod_10497754";"0.0290463971"
" 1";" 1";"100.00";" 4.765";"*rel_leandro_figueira_martins";"0.0290463971"
" 1";" 1";"100.00";" 4.765";"*cod_10020598";"0.0290463971"
" 1";" 1";"100.00";" 4.765";"*cod_9463805";"0.0290463971"
" 6";"21";" 28.57";" 2.007";"*ano_2018";"0.1565424302"
"**";"classe";"6";"**";"";""
"****";"55";"224";"24.55";"****";""
"30";"46";" 65.22";"51.671";"decisão";"6.561711e-13"
"32";"56";" 57.14";"42.808";"agravo_de_instrumento";"6.039033e-11"
"11";"11";"100.00";"35.546";"reforma";"2.491569e-09"
"12";"13";" 92.31";"34.200";"agravar";"4.972718e-09"
"19";"32";" 59.38";"24.436";"caso";"7.680522e-07"
"10";"12";" 83.33";"23.648";"determinar";"1.156619e-06"
" 7";" 7";"100.00";"22.203";"cabimento";"2.452988e-06"
"30";"70";" 42.86";"18.414";"acolhimento_institucional";"1.777650e-05"
"23";"48";" 47.92";"18.000";"ação";"2.208497e-05"
" 6";" 7";" 85.71";"14.591";"autorizar";"1.335675e-04"
"13";"24";" 54.17";"12.725";"colocação";"3.608806e-04"
" 4";" 4";"100.00";"12.514";"inexistir";"4.038317e-04"
" 4";" 4";"100.00";"12.514";"aptar";"4.038317e-04"
" 7";"10";" 70.00";"11.670";"possibilidade";"6.350725e-04"
" 5";" 6";" 83.33";"11.499";"atender";"6.964853e-04"
"13";"25";" 52.00";"11.443";"melhor_interesse";"7.175022e-04"
" 8";"13";" 61.54";"10.191";"suspensão";"1.411504e-03"
" 8";"13";" 61.54";"10.191";"juízo";"1.411504e-03"
"19";"45";" 42.22";" 9.490";"destituição";"2.066078e-03"
" 3";" 3";"100.00";" 9.343";"rol";"2.238003e-03"
" 3";" 3";"100.00";" 9.343";"ppa";"2.238003e-03"
" 3";" 3";"100.00";" 9.343";"inclusão";"2.238003e-03"
" 3";" 3";"100.00";" 9.343";"ajuizado";"2.238003e-03"
" 6";" 9";" 66.67";" 8.977";"concreto";"2.733936e-03"
"25";"66";" 37.88";" 8.969";"poder_familiar";"2.746422e-03"
"10";"19";" 52.63";" 8.835";"pedido";"2.954404e-03"
" 4";" 5";" 80.00";" 8.487";"deferir";"3.576413e-03"
" 4";" 5";" 80.00";" 8.487";"aproximação";"3.576413e-03"
" 9";"18";" 50.00";" 6.842";"recurso";"8.906222e-03"
" 9";"18";" 50.00";" 6.842";"acolher";"8.906222e-03"
" 5";" 8";" 62.50";" 6.449";"julgar";"1.110331e-02"
" 6";"11";" 54.55";" 5.617";"determinado";"1.778565e-02"
" 3";" 4";" 75.00";" 5.595";"precedente";"1.801277e-02"
" 3";" 4";" 75.00";" 5.595";"quo";"1.801277e-02"
" 3";" 4";" 75.00";" 5.595";"procedimento";"1.801277e-02"
" 3";" 4";" 75.00";" 5.595";"formação";"1.801277e-02"
" 3";" 4";" 75.00";" 5.595";"exame";"1.801277e-02"
" 3";" 4";" 75.00";" 5.595";"determinação";"1.801277e-02"
"12";"29";" 41.38";" 5.091";"genitor";"2.404979e-02"
"15";"39";" 38.46";" 4.931";"desprover";"2.638254e-02"
"13";"33";" 39.39";" 4.601";"manutenção";"3.195088e-02"
" 6";"12";" 50.00";" 4.432";"imediato";"3.527243e-02"
" 4";" 7";" 57.14";" 4.143";"retorno";"4.181462e-02"
" 4";" 7";" 57.14";" 4.143";"presente";"4.181462e-02"
"14";"38";" 36.84";" 3.730";"família_substituta";"5.342784e-02"
" 5";"10";" 50.00";" 3.659";"prova";"5.577495e-02"
"10";"25";" 40.00";" 3.624";"auto";"5.693763e-02"
" 3";" 5";" 60.00";" 3.469";"suficiente";"6.254081e-02"
" 3";" 5";" 60.00";" 3.469";"saudável";"6.254081e-02"
" 3";" 5";" 60.00";" 3.469";"convívio";"6.254081e-02"
" 2";" 3";" 66.67";" 2.911";"efeito";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"indeferir";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"restauração";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"redução";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"recomendado";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"receber";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"posterior";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"nacional";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"mudança";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"motivo";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"habilitado";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"autorização";"8.797155e-02"
" 2";" 3";" 66.67";" 2.911";"alimento";"8.797155e-02"
" 4";" 8";" 50.00";" 2.900";"proteger";"8.858448e-02"
" 8";"20";" 40.00";" 2.828";"medida_de_proteção";"9.260689e-02"
" 5";"11";" 45.45";" 2.728";"elemento";"9.860408e-02"
" 5";"11";" 45.45";" 2.728";"inserção";"9.860408e-02"
" 9";"24";" 37.50";" 2.432";"princípio";"1.188759e-01"
"15";"46";" 32.61";" 2.028";"familiar";"1.544669e-01"
" 4";" 9";" 44.44";" 2.003";"técnica";"1.570238e-01"
" 4";" 9";" 44.44";" 2.003";"provisório";"1.570238e-01"
" 4";" 9";" 44.44";" 2.003";"desenvolvimento";"1.570238e-01"
"*****";"*";"*";"*";"*";"*"
" 2";" 3";"66.67";"2.911";"c";"0.08797155"
"17";"53";"32.08";"2.120";"para";"0.14534313"
"*";"*";"*";"*";"*";"*"
"48";"147";" 32.65";"15.144";"*tipo_proc_agravo_de_instrumento";"9.962174e-05"
" 5";"  8";" 62.50";" 6.449";"*rel_roberto_arriada_lorea";"1.110331e-02"
" 2";"  2";"100.00";" 6.201";"*cod_10672236";"1.276912e-02"
" 2";"  2";"100.00";" 6.201";"*rel_luiz_augusto_guimaraes_de_souza";"1.276912e-02"
" 2";"  2";"100.00";" 6.201";"*cod_10611160";"1.276912e-02"
" 2";"  2";"100.00";" 6.201";"*cod_10330142";"1.276912e-02"
" 4";"  6";" 66.67";" 5.902";"*ori_caxias_do_sul";"1.512084e-02"
"20";" 57";" 35.09";" 4.580";"*ano_2024";"3.234992e-02"
" 1";"  1";"100.00";" 3.087";"*cod_10782763";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*rel_glaucia_dipp_dreher";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_10494898";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*ori_santa_maria";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_10306088";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_10141060";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_10028643";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_9983435";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_8912163";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*ori_júlio_de_castilhos";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*cod_8738328";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*ori_santa_bárbara_do_sul";"7.894414e-02"
" 1";"  1";"100.00";" 3.087";"*rel_rosana_broglio_garbin";"7.894414e-02"
"12";" 33";" 36.36";" 2.914";"*ano_2023";"8.781739e-02"
" 2";"  3";" 66.67";" 2.911";"*cod_10408854";"8.797155e-02"
" 2";"  3";" 66.67";" 2.911";"*cod_10014210";"8.797155e-02"
" 2";"  3";" 66.67";" 2.911";"*ori_panambi";"8.797155e-02"
" 2";"  3";" 66.67";" 2.911";"*cod_9976720";"8.797155e-02"
" 2";"  3";" 66.67";" 2.911";"*cod_9148912";"8.797155e-02"
" 2";"  3";" 66.67";" 2.911";"*ori_erechim";"8.797155e-02"
" 2";"  3";" 66.67";" 2.911";"*tipo_proc_conflito_de_competência";"8.797155e-02"
